userId,movieId,rating
175,34,1.1
176,5,4.5
177,64,2.0
178,19,3.1
179,51,3.9
180,3,1.6
181,31,3.5
182,13,1.9
183,62,1.0
184,66,4.5
185,55,1.1
186,25,1.5
187,13,1.1
188,21,1.6
189,17,1.3
190,35,1.2
191,8,3.0
192,53,2.3
193,52,3.0
194,43,2.5
195,43,3.7
196,21,4.6
197,27,3.9
198,56,3.5
199,32,1.4
200,31,4.4
201,37,2.3
202,23,2.4
203,3,4.5
204,21,4.8
205,45,1.8
206,61,2.3
207,48,4.6
208,39,1.3
209,16,2.4
210,12,1.7
211,59,3.2
212,39,4.4
213,2,3.0
214,5,2.6
215,38,4.6
216,39,1.0
217,66,4.7
218,16,1.5
219,30,1.1
220,49,1.5
221,34,2.5
222,14,4.4
223,34,4.0
224,26,1.3
225,46,1.8
226,46,3.2
227,65,1.7
228,37,4.1
229,3,1.3
230,20,2.7
231,9,1.1
232,52,1.8
233,33,2.9
234,6,2.8
235,17,3.2
236,19,4.8
237,21,1.6
238,64,4.4
239,57,3.5
240,29,2.7
241,59,1.7
242,9,3.5
243,66,2.4
244,67,2.1
245,62,3.2
246,21,1.2
247,64,4.8
248,53,2.3
249,4,4.4
250,51,4.3
251,37,3.2
252,34,3.6
253,26,3.3
254,28,4.1
255,58,1.8
256,37,1.3
257,19,2.4
258,61,3.4
259,52,4.5
260,63,2.6
261,54,4.1
262,32,4.6
263,62,3.1
264,9,1.3
265,50,1.7
266,33,3.9
267,53,1.7
268,49,3.7
269,1,4.9
270,58,4.5
271,27,4.5
272,57,1.6
273,26,3.2
274,3,3.7
275,56,4.9
276,32,2.3
277,6,3.2
278,54,4.3
279,3,3.1
280,54,1.8
281,39,2.3
282,64,3.8
283,27,2.1
284,4,1.7
285,40,2.8
286,16,3.2
287,1,2.8
288,35,2.7
289,60,1.9
290,26,2.6
291,46,1.7
292,16,5.0
293,12,2.0
294,47,2.6
295,61,2.0
296,28,3.5
297,17,1.3
298,9,3.6
299,10,3.7
300,61,1.4
301,62,3.9
302,46,5.0
303,52,3.0
304,54,2.3
305,63,4.4
306,31,1.8
307,34,3.0
308,20,2.9
309,43,3.1
310,57,1.9
311,52,1.2
312,29,1.2
313,12,1.6
314,31,3.5
315,27,3.7
316,45,3.2
317,15,3.4
318,29,1.8
319,45,3.2
320,1,1.2
321,1,3.6
322,34,2.7
323,25,2.9
324,4,4.9
325,23,2.5
326,25,4.1
327,41,2.2
328,45,3.2
329,4,1.0
330,45,1.4
331,21,3.8
332,64,3.9
333,24,2.1
334,47,1.7
335,16,4.3
336,8,2.5
337,37,1.1
338,20,4.2
339,55,4.1
340,52,2.4
341,26,4.7
342,28,3.7
343,44,3.0
344,35,4.7
345,42,3.7
346,43,3.7
347,3,3.4
348,60,3.5
349,9,4.9
350,12,2.1
351,36,1.7
352,51,3.4
353,46,1.1
354,8,2.5
355,8,1.5
356,39,4.1
357,37,2.3
358,58,3.7
359,32,1.5
360,43,2.3
361,35,2.1
362,66,2.3
363,8,4.2
364,49,1.8
365,3,1.1
366,64,4.6
367,13,3.2
368,64,1.7
369,66,2.6
370,40,2.7
371,18,3.0
372,21,1.6
373,19,1.9
374,10,3.0
375,57,4.4
376,11,2.5
377,59,1.9
378,44,3.3
379,25,4.8
380,38,4.4
381,62,4.2
382,50,3.1
383,64,3.0
384,45,4.6
385,40,3.2
386,58,3.5
387,59,3.3
388,48,3.3
389,58,4.0
390,41,4.3
391,5,4.3
392,39,1.2
393,56,4.5
394,8,4.0
395,53,3.0
396,25,1.4
397,26,1.2
398,21,4.5
399,15,2.3
400,5,2.8
401,50,4.4
402,28,2.4
403,60,4.1
404,26,3.1
405,29,3.5
406,33,2.8
407,4,3.2
408,41,1.7
409,31,3.8
410,9,4.5
411,52,4.8
412,39,3.5
413,16,4.9
414,22,3.6
415,23,3.3
416,48,2.7
417,35,2.2
418,58,2.3
419,33,2.0
420,15,4.6
421,13,4.6
422,63,2.5
423,8,4.0
424,10,3.1
425,39,4.2
426,4,1.9
427,27,4.7
428,14,2.2
429,30,4.4
430,2,1.6
431,59,2.7
432,45,3.2
433,8,2.0
434,53,4.9
435,16,1.7
436,66,1.4
437,49,1.4
438,44,2.6
439,57,4.5
440,44,4.2
441,14,2.3
442,54,1.7
443,65,3.7
444,19,3.8
445,54,1.4
446,3,3.8
447,52,2.8
448,60,2.0
449,43,1.3
450,2,4.1
451,59,1.7
452,54,4.0
453,49,2.4
454,66,3.4
455,46,4.4
456,40,3.6
457,28,2.0
458,41,1.9
459,15,4.7
460,33,1.3
461,56,2.4
462,32,4.0
463,15,4.9
464,52,4.7
465,52,2.9
466,7,1.9
467,14,2.8
468,62,1.6
469,31,2.2
470,42,1.3
471,42,3.9
472,14,2.8
473,31,2.8
474,56,3.5
475,26,2.1
476,1,3.4
477,64,2.5
478,53,2.0
479,4,4.4
480,8,3.9
481,14,3.3
482,42,1.5
483,16,2.3
484,46,3.1
485,39,3.5
486,26,1.2
487,56,2.0
488,24,1.2
489,50,2.3
490,32,3.1
491,65,1.5
492,13,5.0
493,26,2.2
494,60,2.1
495,4,4.7
496,15,2.1
497,6,3.2
498,65,2.1
499,50,1.8
500,59,2.0
501,17,1.7
502,6,2.3
503,5,1.4
504,63,4.0
505,57,2.3
506,37,2.7
507,15,1.1
508,5,3.5
509,38,2.0
510,56,1.3
511,39,4.5
512,36,1.2
513,28,2.3
514,34,4.1
515,62,4.0
516,25,1.4
517,63,2.8
518,48,1.8
519,26,2.5
520,36,4.7
521,24,4.5
522,58,2.6
523,54,4.3
524,34,4.7
525,64,2.2
526,26,2.0
527,53,2.6
528,43,2.4
529,6,3.9
530,33,4.3
531,37,4.1
532,25,3.3
533,24,4.9
534,46,4.8
535,60,4.7
536,45,4.5
537,58,1.4
538,42,4.5
539,3,3.0
540,18,1.7
541,18,1.8
542,38,3.5
543,34,3.5
544,27,2.2
545,18,2.3
546,4,1.8
547,18,4.8
548,28,2.6
549,30,4.2
550,10,4.1
551,17,3.0
552,37,1.1
553,46,4.2
554,63,4.5
555,44,3.4
556,30,1.7
557,50,4.2
558,31,1.2
559,1,4.8
560,26,2.2
561,54,3.1
562,63,2.1
563,27,2.0
564,41,2.6
565,18,1.2
566,22,1.7
567,28,3.6
568,4,3.2
569,37,3.9
570,30,2.5
571,32,1.1
572,17,4.5
573,23,2.2
574,32,1.8
575,37,3.5
576,57,4.5
577,54,4.6
578,60,1.4
579,8,2.4
580,43,4.2
581,37,2.1
582,17,3.3
583,60,3.9
584,8,2.9
585,16,4.4
586,41,1.2
587,51,3.5
588,35,4.0
589,12,2.7
590,55,1.8
591,65,1.7
592,46,4.1
593,53,4.1
594,12,4.0
595,41,3.5
596,63,2.8
597,53,1.5
598,45,3.6
599,8,2.0
600,27,3.5
601,15,1.9
602,63,3.7
603,37,2.8
604,64,4.8
605,49,1.6
606,49,2.4
607,63,3.3
608,33,2.2
609,12,4.7
610,4,1.5
611,25,2.0
612,41,2.1
613,26,4.1
614,16,3.3
615,45,1.8
616,59,1.0
617,6,3.9
618,23,2.9
619,51,4.3
620,62,3.6
621,49,1.3
622,66,1.6
623,65,1.0
624,28,3.8
625,67,4.7
626,28,1.3
627,14,1.4
628,29,1.7
629,21,3.1
630,55,2.0
631,31,3.0
632,20,2.2
633,14,4.2
634,63,1.3
635,53,1.6
636,20,3.4
637,28,2.4
638,10,5.0
639,16,1.4
640,23,4.9
641,45,4.8
642,45,3.0
643,4,2.9
644,30,2.3
645,41,4.8
646,31,3.6
647,18,4.8
648,59,2.9
649,15,3.1
650,52,4.1
651,56,4.6
652,37,5.0
653,56,3.3
654,1,1.7
655,50,2.6
656,52,3.3
657,22,2.8
658,14,1.2
659,34,2.8
660,1,2.4
661,43,3.8
662,54,1.2
663,11,2.9
664,53,1.9
665,20,3.9
666,57,4.0
667,43,4.9
668,35,3.7
669,32,4.1
670,30,4.4
671,58,4.0
672,29,4.2
673,17,4.3
674,40,2.6
675,38,3.6
676,27,1.9
677,28,2.6
678,38,4.7
679,13,4.7
680,41,1.8
681,42,4.8
682,9,3.0
683,22,2.4
684,48,3.6
685,17,4.4
686,60,2.7
687,15,3.6
688,67,2.1
689,7,2.8
690,13,1.9
691,25,3.8
692,5,1.6
693,6,1.5
694,6,2.8
695,41,4.5
696,39,2.7
697,61,3.7
698,36,1.5
699,66,5.0
700,27,2.0
701,46,1.9
702,7,2.4
703,32,1.1
704,4,1.0
705,30,3.6
706,60,3.5
707,14,3.1
708,67,2.0
709,44,3.1
710,26,2.0
711,13,4.4
712,45,3.6
713,64,1.1
714,55,3.7
715,27,2.1
716,42,4.9
717,50,2.2
718,25,2.6
719,41,2.0
720,9,2.3
721,16,3.2
722,58,3.2
723,61,3.3
724,16,1.6
725,46,1.3
726,67,4.6
727,41,1.8
728,25,2.1
729,38,3.3
730,20,2.4
731,58,4.7
732,6,1.6
733,61,5.0
734,40,3.8
735,21,1.3
736,45,1.5
737,28,3.7
738,49,2.7
739,2,1.3
740,19,3.1
741,53,3.6
742,27,1.3
743,57,4.4
744,4,4.7
745,7,4.6
746,32,3.2
747,27,3.1
748,43,1.4
749,59,4.3
750,30,2.5
751,62,4.0
752,67,2.0
753,46,1.0
754,40,2.2
755,21,4.6
756,15,1.4
757,30,2.6
758,11,4.3
759,59,1.1
760,10,2.3
761,20,4.2
762,22,2.6
763,65,1.2
764,3,2.2
765,9,2.0
766,32,1.6
767,21,1.4
768,30,3.2
769,6,2.6
770,45,4.9
771,11,2.3
772,29,2.8
773,60,4.9
774,47,1.3
775,34,3.3
776,55,4.5
777,36,3.3
778,1,2.1
779,65,5.0
780,29,4.9
781,34,3.5
782,13,1.3
783,45,1.7
784,54,2.2
785,32,4.2
786,58,1.4
787,48,1.9
788,47,4.7
789,28,4.8
790,61,2.5
791,17,4.1
792,60,4.0
793,31,2.0
794,42,3.3
795,59,3.8
796,44,3.5
797,65,2.1
798,45,1.2
799,36,1.3
800,28,4.2
801,41,4.3
802,41,2.0
803,66,2.3
804,11,1.1
805,16,2.9
806,26,1.1
807,31,3.4
808,39,4.3
809,61,2.4
810,10,3.9
811,27,1.7
812,58,3.4
813,14,1.6
814,59,1.2
815,19,4.8
816,52,2.9
817,9,3.5
818,11,1.7
819,37,1.1
820,31,3.1
821,58,3.8
822,3,1.7
823,23,1.8
824,55,4.6
825,30,3.7
826,19,4.9
827,53,3.6
828,38,4.0
829,47,3.8
830,4,3.0
831,13,3.7
832,38,4.2
833,28,2.2
834,45,4.5
835,51,4.0
836,21,4.2
837,23,4.2
838,33,4.8
839,45,3.3
840,12,2.9
841,8,3.0
842,24,4.1
843,65,4.7
844,7,4.4
845,10,4.5
846,37,1.9
847,12,4.4
848,33,1.3
849,25,4.7
850,39,4.4
851,56,4.9
852,29,2.7
853,65,2.1
854,10,2.1
855,24,2.3
856,9,3.0
857,20,2.3
858,55,1.5
859,1,2.6
860,57,3.6
861,40,2.8
862,41,1.5
863,50,4.1
864,31,3.1
865,56,4.1
866,28,4.6
867,12,1.6
868,27,1.9
869,2,1.7
870,12,3.1
871,26,1.9
872,60,2.3
873,49,3.4
874,48,3.0
875,50,2.9
876,4,3.0
877,9,2.1
878,37,4.3
879,43,2.1
880,34,2.2
881,45,2.7
882,62,2.5
883,55,4.7
884,46,2.3
885,17,4.9
886,41,3.1
887,65,1.8
888,12,2.6
889,2,4.5
890,51,1.7
891,40,3.6
892,61,4.8
893,27,3.6
894,12,2.5
895,51,1.6
896,31,2.0
897,55,1.6
898,40,2.4
899,61,2.6
900,37,4.5
901,5,3.4
902,22,3.2
903,34,4.0
904,4,2.8
905,31,2.9
906,36,3.8
907,65,3.3
908,18,4.6
909,29,1.8
910,35,3.0
911,5,2.2
912,31,3.6
913,7,4.9
914,27,2.4
915,54,3.2
916,5,1.3
917,3,2.2
918,9,1.2
919,44,2.5
920,34,4.5
921,39,3.5
922,31,3.7
923,65,2.5
924,25,3.2
925,66,2.1
926,3,1.4
927,35,3.8
928,1,4.9
929,21,1.3
930,27,4.6
931,67,2.4
932,62,2.4
933,9,2.8
934,53,4.3
935,14,1.9
936,52,4.6
937,43,2.4
938,48,2.2
939,66,3.7
940,49,3.9
941,46,2.6
942,28,3.0
943,67,1.1
944,22,3.0
945,23,1.6
946,19,3.4
947,27,1.5
948,25,4.4
949,28,3.4
950,18,2.8
951,39,3.6
952,60,4.6
953,47,1.8
954,41,3.5
955,40,3.7
956,33,4.1
957,3,1.1
958,25,3.1
959,3,2.3
960,29,3.6
961,33,3.5
962,3,2.0
963,34,1.7
964,16,2.8
965,33,1.8
966,9,1.5
967,57,4.6
968,51,3.0
969,32,2.1
970,56,1.7
971,10,3.0
972,61,4.3
973,13,3.8
974,63,3.8
975,38,3.2
976,29,4.0
977,61,1.3
978,1,4.7
979,56,1.1
980,63,1.5
981,33,3.8
982,64,1.7
983,64,4.6
984,66,3.9
985,9,3.6
986,15,2.4
987,60,1.7
988,13,5.0
989,65,1.9
990,41,3.2
991,32,1.5
992,6,4.1
993,32,1.6
994,32,3.2
995,60,2.8
996,56,1.4
997,12,4.1
998,56,4.1
999,3,2.2
1000,30,3.5
444,33,0.4
818,37,0.8
268,16,0.9
109,33,0.4
57,61,0.2
182,62,0.6
622,48,0.9
593,1,0.8
509,66,0.0
487,37,0.7
135,39,0.9
68,31,0.6
73,20,0.0
294,5,0.1
549,2,0.8
271,44,0.5
637,53,0.5
498,26,0.4
832,48,0.8
156,41,0.7
109,23,0.9
487,14,0.6
722,66,0.6
720,18,0.7
621,15,0.7
409,66,0.5
688,23,0.9
910,19,0.3
763,1,0.9
804,21,0.4
725,57,0.4
430,22,0.9
589,19,0.0
135,28,0.3
988,24,0.1
535,67,0.3
848,19,0.4
550,31,0.4
575,43,0.2
556,61,0.2
497,25,0.8
201,36,0.6
188,3,0.9
415,56,0.6
974,21,0.5
166,56,0.5
451,62,0.9
391,30,0.3
116,66,0.6
484,10,0.3
218,59,0.7
393,60,0.9
819,64,0.7
617,9,0.1
916,13,0.1
226,24,0.9
573,59,0.8
24,35,0.2
542,39,0.3
707,16,0.8
681,54,0.5
926,36,0.0
719,61,0.0
17,63,0.6
536,38,0.5
672,57,0.4
52,39,1.0
38,48,0.9
993,28,1.0
960,31,0.5
324,10,0.4
9,35,0.9
134,56,0.7
753,8,0.6
253,47,0.3
901,61,0.9
607,8,0.3
472,6,0.5
891,66,0.0
799,50,0.5
980,2,0.2
220,42,0.8
156,48,0.2
726,34,0.4
82,19,0.9
213,56,0.9
851,48,0.8
94,29,0.0
585,16,0.9
168,62,0.2
301,16,0.6
799,19,0.0
290,60,0.4
265,63,1.0
100,44,1.0
501,26,0.4
968,6,0.9
548,48,0.3
341,55,0.7
701,6,0.2
247,15,0.6
53,47,0.3
715,48,0.2
492,3,0.9
736,2,1.0
996,44,0.3
844,42,0.3
763,59,0.9
563,6,0.2
345,42,0.8
997,31,0.2
457,64,0.8
223,47,0.6
274,46,0.7
643,40,1.0
549,53,0.2
726,63,0.0
584,21,0.9
364,63,0.0
175,44,0.9
997,11,0.3
386,47,0.8
859,2,0.3
310,34,0.1
725,29,0.9
838,40,0.8
661,63,0.5
819,17,0.8
37,42,0.0
103,5,0.2
616,57,0.3
406,4,0.2
922,26,1.0
78,14,0.9
442,18,0.8
313,65,0.6
928,42,0.4
610,16,0.8
349,34,0.7
752,59,0.6
844,40,0.2
993,52,0.2
289,17,0.3
565,60,0.0
810,34,0.9
275,51,0.4
328,60,0.4
914,60,0.1
330,31,1.0
174,4,0.8
939,6,0.3
227,59,0.7
419,23,0.9
909,13,0.2
569,36,0.5
16,59,0.9
371,48,0.6
394,8,0.1
919,62,0.3
941,1,0.2
758,22,0.2
671,22,0.8
718,52,0.1
224,17,0.7
279,59,0.3
281,13,0.9
444,37,0.1
568,56,0.2
610,1,0.3
369,34,0.5
104,42,0.7
990,45,0.6
730,27,0.9
752,43,0.8
1000,59,0.9
612,38,0.5
310,29,0.4
756,14,0.6
560,66,0.1
94,11,0.1
208,11,0.1
375,4,0.8
499,1,0.2
316,20,0.6
458,21,0.8
458,13,0.5
836,40,0.3
114,63,0.0
884,4,0.3
117,13,0.9
242,56,0.6
316,46,0.8
665,49,0.8
640,46,1.0
346,22,0.2
713,18,0.1
941,55,0.3
755,49,0.3
592,1,0.6
682,50,0.4
857,34,0.3
690,8,0.8
479,63,0.1
648,51,0.2
685,16,0.5
348,31,0.5
22,17,0.2
209,25,0.8
42,38,0.2
863,41,0.4
882,14,0.8
296,61,0.5
748,45,0.4
678,10,0.2
718,59,0.3
126,38,0.3
403,15,0.9
846,38,0.6
395,27,0.4
698,58,0.8
274,24,0.8
653,62,0.7
595,1,0.4
407,45,0.4
724,36,0.1
477,61,0.3
19,10,0.9
819,61,1.0
987,46,0.2
110,43,0.2
405,50,0.2
550,25,0.1
411,12,0.3
28,45,0.9
446,42,0.1
560,63,0.3
560,58,0.1
140,65,0.4
239,9,0.8
911,28,0.5
73,49,0.2
623,37,0.5
754,52,0.4
784,24,0.8
246,35,0.5
594,2,1.0
537,62,0.0
815,36,0.9
762,54,1.0
853,66,0.3
531,9,0.3
799,48,1.0
890,30,0.9
531,57,0.7
65,58,0.0
907,50,0.7
912,25,0.3
669,39,0.1
877,37,0.7
247,1,0.2
665,65,0.2
704,38,0.2
688,29,0.3
430,2,0.1
717,16,0.8
489,35,0.7
744,30,0.4
364,2,0.9
880,51,1.0
995,15,0.2
443,53,0.1
237,19,0.5
152,14,1.0
761,31,0.5
930,9,0.1
265,60,0.3
817,24,0.9
450,59,0.3
845,52,0.5
119,41,0.1
418,2,0.7
257,31,0.6
473,36,0.8
783,31,0.0
810,18,0.2
447,57,0.7
255,50,0.9
739,43,0.8
426,24,0.1
918,42,0.7
683,56,0.4
523,42,0.3
119,57,0.7
346,39,0.6
145,7,0.2
204,35,0.1
629,3,0.1
111,53,0.1
669,66,0.7
643,61,0.5
156,22,0.3
627,7,0.4
689,3,0.6
600,16,0.2
425,56,0.3
45,42,0.4
152,32,0.8
667,56,0.9
320,27,0.0
226,60,0.5
663,55,0.1
249,17,0.1
308,6,0.8
977,55,1.0
850,18,1.0
995,51,0.2
250,12,0.1
695,14,0.1
819,21,0.8
266,53,0.1
905,14,0.4
550,58,0.1
141,32,0.6
701,23,0.2
536,16,0.2
940,15,0.9
327,17,0.8
884,12,0.9
150,60,0.2
532,56,1.0
784,44,1.0
114,65,0.4
464,10,0.4
626,22,0.6
160,60,0.2
388,17,0.5
659,6,0.3
970,17,0.8
351,4,0.3
614,8,0.5
449,49,0.6
168,21,0.2
610,10,0.1
376,6,0.2
635,13,0.5
782,54,0.8
221,52,0.7
867,50,0.0
875,15,0.1
223,47,0.5
124,35,0.8
535,18,0.4
729,1,1.0
213,54,0.2
896,29,0.7
168,21,0.0
758,1,0.1
658,37,0.5
25,56,0.5
906,34,0.3
945,9,1.0
146,66,0.3
261,20,0.8
850,34,0.0
178,35,0.2
265,20,0.6
359,67,0.5
103,31,0.5
92,47,0.7
12,60,0.6
440,23,0.3
673,10,0.7
992,59,0.5
128,23,0.1
883,19,0.9
819,40,0.8
550,48,0.1
422,11,0.8
840,59,0.4
479,61,0.2
214,18,1.0
471,55,0.3
585,61,0.4
717,21,0.4
985,39,0.3
60,18,0.1
167,35,0.6
666,16,0.1
77,63,0.7
233,65,0.2
343,33,0.4
432,7,0.0
339,58,0.4
634,45,0.2
621,40,0.7
826,54,0.9
250,2,0.2
818,21,0.4
848,31,0.4
466,40,0.9
761,67,1.0
329,62,0.1
106,51,0.8
449,47,0.8
786,15,0.7
124,36,0.6
227,41,0.1
315,34,0.6
408,45,0.1
312,65,0.4
865,55,0.3
15,11,0.4
501,35,1.0
427,59,0.1
770,21,0.8
753,16,0.8
704,17,0.2
597,64,0.6
221,20,0.6
387,7,0.9
882,3,1.0
687,60,1.0
879,49,0.1
792,54,0.8
655,38,0.8
541,28,1.0
660,25,0.5
604,13,0.7
544,19,0.4
410,60,0.1
279,6,1.0
885,24,0.2
941,10,0.0
287,10,0.7
773,35,0.1
343,10,0.6
1,1,0.8
362,15,0.7
996,56,0.9
280,12,0.5
70,49,0.5
650,33,0.5
87,51,0.3
154,45,0.3
158,18,0.6
665,64,0.5
942,14,0.7
591,43,0.2
52,17,0.7
322,60,0.5
468,55,0.7
944,60,1.0
602,35,0.1
968,9,0.1
932,40,0.5
374,9,0.7
618,12,0.6
560,51,0.9
987,61,0.4
743,50,0.2
75,31,0.2
239,50,0.4
896,48,0.4
455,5,0.8
907,32,0.0
196,32,0.7
573,55,0.8
427,50,0.4
408,4,1.0
163,59,1.0
212,61,0.5
912,40,0.6
715,16,0.6
660,1,0.7
752,45,0.3
791,46,0.5
617,28,0.5
781,26,0.3
285,1,0.3
550,18,0.9
849,36,0.5
829,8,0.4
605,45,0.2
109,23,0.6
443,3,0.2
608,27,0.4
411,22,0.3
474,13,0.9
950,65,0.3
809,24,0.9
525,58,1.0
66,27,0.8
129,22,0.1
162,33,0.5
24,27,0.0
426,25,0.8
738,18,0.3
855,8,0.2
243,18,0.0
904,10,0.9
160,48,0.9
222,28,0.7
125,21,0.3
486,8,0.0
872,58,0.5
265,47,0.8
171,32,1.0
283,44,1.0
884,35,0.9
58,34,0.2
463,39,0.9
19,46,0.4
559,8,1.0
92,43,0.5
433,46,0.3
525,25,0.4
739,8,0.8
270,20,0.5
268,15,0.5
458,45,0.1
861,59,0.1
489,60,0.0
772,67,0.7
330,35,0.2
966,29,0.2
315,5,0.5
196,26,0.6
322,47,0.7
702,26,0.7
661,16,1.0
11,27,0.0
321,46,0.9
957,12,0.8
807,66,0.8
710,61,0.1
784,20,0.2
864,53,1.0
807,61,0.2
240,59,0.0
593,41,0.4
604,61,0.8
318,29,0.7
114,46,0.6
321,55,1.0
12,28,1.0
669,53,0.7
764,23,0.5
385,15,0.7
423,44,0.7
775,65,0.4
100,39,0.8
726,47,0.6
951,7,0.9
575,11,0.6
280,16,0.7
159,61,0.0
913,2,0.7
408,44,0.6
886,37,0.6
749,13,0.0
671,17,0.2
715,21,0.7
529,48,0.3
625,8,0.7
713,22,0.4
104,29,0.0
309,11,0.6
289,55,0.6
978,45,0.8
682,23,0.4
514,36,0.6
559,28,0.1
381,16,0.9
500,23,0.5
255,21,0.1
180,33,0.2
604,65,0.2
109,10,1.0
909,67,1.0
774,18,0.6
657,48,0.6
194,51,0.6
343,19,0.3
775,66,0.8
748,47,1.0
221,43,0.5
599,7,0.8
813,32,0.3
969,62,0.7
940,66,0.2
405,16,0.8
114,56,0.5
343,47,0.6
176,16,0.8
932,52,0.5
153,52,0.9
948,26,0.6
1000,58,0.2
722,63,0.4
391,1,0.6
826,28,0.7
412,49,0.5
468,7,0.3
864,44,0.9
44,44,0.9
671,35,1.0
98,18,0.6
560,48,0.3
93,64,0.6
794,52,0.3
514,35,0.6
523,48,0.4
796,39,0.9
825,30,0.8
670,65,0.8
726,11,0.6
163,16,0.0
501,14,0.3
441,16,0.2
559,3,0.2
818,15,0.0
804,48,0.8
354,20,0.9
578,42,0.0
496,24,0.3
947,21,0.6
906,45,1.0
451,43,0.9
597,40,0.0
508,35,0.8
278,13,0.9
800,59,0.1
648,31,0.2
267,17,0.0
467,61,1.0
694,28,0.4
915,23,0.7
591,19,0.0
20,55,0.7
215,54,0.3
295,59,0.4
737,20,0.6
487,25,0.9
257,9,0.4
581,51,0.6
479,22,1.0
253,16,0.2
136,6,0.0
295,39,0.8
225,14,0.3
690,18,0.2
594,31,0.2
629,10,0.6
519,62,0.0
497,9,0.4
234,57,0.1
617,24,0.8
771,60,0.6
501,43,0.0
575,23,0.8
458,60,0.6
396,44,0.2
846,24,0.5
123,1,0.6
620,50,0.2
955,19,0.8
628,2,0.8
752,35,0.2
711,17,0.0
274,37,0.5
819,46,0.6
563,5,0.1
850,9,0.3
801,39,0.2
445,56,0.0
818,54,0.5
854,41,0.4
993,45,0.0
704,15,0.5
275,12,1.0
701,56,0.5
612,3,0.9
191,33,0.9
672,62,0.2
64,16,0.6
367,62,0.8
177,35,0.5
777,51,0.3
831,30,0.2
149,38,0.7
40,41,0.4
625,13,0.2
856,3,1.0
260,54,0.6
838,14,0.1
340,52,0.2
416,50,0.6
746,46,0.1
480,53,0.2
21,28,0.9
571,44,0.7
154,48,0.1
656,45,0.1
228,8,0.4
686,62,0.9
221,36,0.1
648,10,0.1
818,51,0.4
959,14,0.5
480,25,0.6
772,16,1.0
237,57,0.9
458,20,0.1
484,43,0.5
588,63,0.3
36,5,0.6
386,8,0.8
710,21,0.9
811,11,0.2
448,12,0.7
927,34,0.2
60,62,0.8
741,34,0.7
427,51,0.2
816,7,0.2
911,55,0.0
608,53,0.1
998,21,0.3
112,2,0.5
612,49,0.0
198,6,0.1
297,31,0.5
403,16,0.7
108,61,0.8
276,51,0.8
622,12,0.1
506,35,0.5
241,29,0.2
928,48,0.4
887,20,0.1
80,43,0.6
610,27,0.5
424,19,0.8
547,33,0.2
935,15,0.0
948,36,0.5
35,26,0.5
